antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'volume_ratio=Low', 'bb_position=Above_Upper'})",frozenset({'price_change_pct=Positive'}),0.11263736263736264,0.9313186813186813,0.11263736263736264,1.0,1.0737463126843658,1.0,0.007736082598719954,inf,0.0773993808049535,0.12094395280235988,1.0,0.56047197640118
"frozenset({'volume_ratio=Low', 'bb_position=Above_Upper', 'macd_bullish'})",frozenset({'price_change_pct=Positive'}),0.10714285714285714,0.9313186813186813,0.10714285714285714,1.0,1.0737463126843658,1.0,0.007358712715855573,inf,0.07692307692307693,0.11504424778761059,1.0,0.5575221238938053
"frozenset({'bb_position=Normal', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.1346153846153846,0.9835164835164835,0.1346153846153846,1.0,1.016759776536313,1.0,0.002218934911242615,inf,0.019047619047619146,0.13687150837988826,1.0,0.5684357541899441
"frozenset({'bb_position=Normal', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.15384615384615385,0.9835164835164835,0.15384615384615385,1.0,1.016759776536313,1.0,0.0025359256128487107,inf,0.01948051948051964,0.15642458100558662,1.0,0.5782122905027933
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.12087912087912088,0.9835164835164835,0.12087912087912088,1.0,1.016759776536313,1.0,0.001992512981523975,inf,0.01875000000000004,0.12290502793296092,1.0,0.5614525139664804
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.1346153846153846,0.9835164835164835,0.1346153846153846,1.0,1.016759776536313,1.0,0.002218934911242615,inf,0.019047619047619146,0.13687150837988826,1.0,0.5684357541899441
"frozenset({'price_change_pct=Positive', 'bb_position=Normal', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.13186813186813187,0.9835164835164835,0.13186813186813187,1.0,1.016759776536313,1.0,0.002173650525298887,inf,0.018987341772151986,0.1340782122905028,1.0,0.5670391061452514
"frozenset({'rsi_overbought', 'bb_position=Normal', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.1346153846153846,0.9835164835164835,0.1346153846153846,1.0,1.016759776536313,1.0,0.002218934911242615,inf,0.019047619047619146,0.13687150837988826,1.0,0.5684357541899441
"frozenset({'price_change_pct=Positive', 'bb_position=Normal', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.1510989010989011,0.9835164835164835,0.1510989010989011,1.0,1.016759776536313,1.0,0.0024906412269049827,inf,0.019417475728155494,0.15363128491620112,1.0,0.5768156424581006
"frozenset({'bb_position=Normal', 'price_change_pct=Positive', 'macd_bullish', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.11813186813186813,0.9835164835164835,0.11813186813186813,1.0,1.016759776536313,1.0,0.001947228595580247,inf,0.018691588785046762,0.12011173184357543,1.0,0.5600558659217877
"frozenset({'bb_position=Normal', 'rsi=Overbought', 'macd_bullish', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.12087912087912088,0.9835164835164835,0.12087912087912088,1.0,1.016759776536313,1.0,0.001992512981523975,inf,0.01875000000000004,0.12290502793296092,1.0,0.5614525139664804
"frozenset({'bb_position=Normal', 'price_change_pct=Positive', 'macd_bullish', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.13186813186813187,0.9835164835164835,0.13186813186813187,1.0,1.016759776536313,1.0,0.002173650525298887,inf,0.018987341772151986,0.1340782122905028,1.0,0.5670391061452514
"frozenset({'price_change_pct=Positive', 'rsi=Overbought', 'bb_position=Normal', 'rsi_overbought'})",frozenset({'volume_ratio=Low'}),0.13186813186813187,0.9835164835164835,0.13186813186813187,1.0,1.016759776536313,1.0,0.002173650525298887,inf,0.018987341772151986,0.1340782122905028,1.0,0.5670391061452514
"frozenset({'macd_bullish', 'price_change_pct=Positive', 'bb_position=Normal', 'rsi_overbought', 'rsi=Overbought'})",frozenset({'volume_ratio=Low'}),0.11813186813186813,0.9835164835164835,0.11813186813186813,1.0,1.016759776536313,1.0,0.001947228595580247,inf,0.018691588785046762,0.12011173184357543,1.0,0.5600558659217877
"frozenset({'bb_position=Normal', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.3791208791208791,0.9835164835164835,0.37637362637362637,0.9927536231884059,1.0093919520686585,1.0,0.0035019925129815554,2.2747252747253066,0.014986112008268335,0.3816155988857938,0.5603864734299578,0.687717593717108
"frozenset({'price_change_pct=Positive', 'bb_position=Normal', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.35714285714285715,0.9835164835164835,0.3543956043956044,0.9923076923076923,1.0089385474860335,1.0,0.0031397174254317317,2.1428571428571574,0.013781223083548757,0.35933147632311985,0.5333333333333364,0.6763214439192093
frozenset({'rsi=Neutral'}),frozenset({'volume_ratio=Low'}),0.5851648351648352,0.9835164835164835,0.5796703296703297,0.9906103286384977,1.0072127363810424,1.0,0.004151068711508277,1.7554945054945272,0.017262483914503645,0.5861111111111112,0.43035993740219797,0.7899979017494165
frozenset({'bb_position=Normal'}),frozenset({'volume_ratio=Low'}),0.8571428571428571,0.9835164835164835,0.8489010989010989,0.9903846153846154,1.0069832402234637,1.0,0.00588697017268458,1.7142857142857257,0.04854368932038934,0.8559556786703602,0.41666666666667057,0.9267565535023636
"frozenset({'price_change_pct=Positive', 'rsi=Neutral'})",frozenset({'volume_ratio=Low'}),0.554945054945055,0.9835164835164835,0.5494505494505495,0.9900990099009901,1.0066928480557553,1.0,0.003652940466127297,1.6648351648351687,0.014938271604938342,0.5555555555555557,0.39933993399340073,0.7743791138890426
"frozenset({'rsi=Neutral', 'bb_position=Normal'})",frozenset({'volume_ratio=Low'}),0.5494505494505495,0.9835164835164835,0.5439560439560439,0.9899999999999999,1.0065921787709498,1.0,0.0035623716942397854,1.6483516483516338,0.014535599901453398,0.55,0.393333333333328,0.7715363128491619
"frozenset({'price_change_pct=Positive', 'bb_position=Normal'})",frozenset({'volume_ratio=Low'}),0.7994505494505495,0.9835164835164835,0.7912087912087912,0.9896907216494845,1.0062777169843922,1.0,0.004935998067866154,1.5989010989010926,0.03110730593607278,0.7977839335180056,0.3745704467353927,0.8970799976962507
"frozenset({'rsi=Neutral', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.260989010989011,0.9835164835164835,0.25824175824175827,0.9894736842105264,1.006057042046457,1.0,0.0015547639174012806,1.5659340659340826,0.008146800601123152,0.2618384401114206,0.3614035087719366,0.6260217583063805
"frozenset({'price_change_pct=Positive', 'rsi=Neutral', 'bb_position=Normal'})",frozenset({'volume_ratio=Low'}),0.5192307692307693,0.9835164835164835,0.5137362637362637,0.9894179894179892,1.0060004138216427,1.0,0.0030642434488588055,1.55769230769228,0.012406417112299355,0.5194444444444444,0.3580246913580133,0.7558821790665364
"frozenset({'price_change_pct=Positive', 'rsi=Neutral', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.24725274725274726,0.9835164835164835,0.2445054945054945,0.9888888888888888,1.0054624456859094,1.0,0.0013283419876826408,1.4835164835164787,0.007217255802509603,0.24791086350974928,0.32592592592592373,0.6187461204220981
frozenset({'rsi=Overbought'}),frozenset({'price_change_pct=Positive'}),0.23626373626373626,0.9313186813186813,0.23351648351648352,0.9883720930232559,1.06126089044385,1.0,0.01347965221591596,5.9065934065934504,0.07558188743123154,0.25,0.8306976744186059,0.6195547780750498
"frozenset({'volume_ratio=Low', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.23076923076923078,0.9313186813186813,0.22802197802197802,0.988095238095238,1.0609636184857423,1.0,0.013102282333051551,5.7692307692307345,0.07469879518072282,0.2441176470588235,0.8266666666666657,0.6164664981036662
"frozenset({'rsi=Neutral', 'bb_position=Normal', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.23076923076923078,0.9835164835164835,0.22802197802197802,0.988095238095238,1.004655493482309,1.0,0.001056635672020273,1.384615384615381,0.006024096385542087,0.23119777158774374,0.2777777777777759,0.6099694067571162
"frozenset({'macd_bullish', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.21703296703296704,0.9313186813186813,0.21428571428571427,0.9873417721518987,1.0601545872073483,1.0,0.012158857625890557,5.425824175824145,0.07246963562753014,0.22941176470588237,0.8156962025316445,0.6087151338635599
"frozenset({'bb_position=Normal', 'price_change_pct=Positive', 'rsi=Neutral', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.21703296703296704,0.9835164835164835,0.21428571428571427,0.9873417721518987,1.0038893996181317,1.0,0.0008302137423016609,1.3021978021977993,0.004948268106162882,0.21727019498607242,0.23206751054852157,0.6026094335619828
"frozenset({'volume_ratio=Low', 'macd_bullish', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.21153846153846154,0.9313186813186813,0.2087912087912088,0.987012987012987,1.0598015553767766,1.0,0.011781487743026203,5.288461538461535,0.07156611039794608,0.22352941176470592,0.8109090909090908,0.6056008887867295
frozenset({'rsi_overbought'}),"frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.2087912087912088,0.23351648351648352,0.20604395604395603,0.9868421052631579,4.226006191950464,1.0,0.15728776717787707,58.25274725274707,0.9648148148148148,0.872093023255814,0.9828334276551595,0.9345975232198143
frozenset({'rsi_overbought'}),frozenset({'price_change_pct=Positive'}),0.2087912087912088,0.9313186813186813,0.20604395604395603,0.9868421052631579,1.0596180717279924,1.0,0.011592802801593999,5.219780219780202,0.07111111111111104,0.22058823529411764,0.8084210526315783,0.6040405216581276
"frozenset({'rsi_overbought', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.2087912087912088,0.9313186813186813,0.20604395604395603,0.9868421052631579,1.0596180717279924,1.0,0.011592802801593999,5.219780219780202,0.07111111111111104,0.22058823529411764,0.8084210526315783,0.6040405216581276
"frozenset({'volume_ratio=Low', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.2032967032967033,0.23351648351648352,0.20054945054945056,0.9864864864864865,4.224483306836248,1.0,0.1530763192851105,56.719780219780326,0.958053849787435,0.8488372093023256,0.9823694662404342,0.9226550079491256
"frozenset({'volume_ratio=Low', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.2032967032967033,0.9313186813186813,0.20054945054945056,0.9864864864864865,1.0592362273778202,1.0,0.011215432918729618,5.082417582417591,0.07019367028814356,0.2147058823529412,0.8032432432432436,0.6009128597624173
"frozenset({'volume_ratio=Low', 'rsi_overbought', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.2032967032967033,0.9313186813186813,0.20054945054945056,0.9864864864864865,1.0592362273778202,1.0,0.011215432918729618,5.082417582417591,0.07019367028814356,0.2147058823529412,0.8032432432432436,0.6009128597624173
"frozenset({'macd_bullish', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.19505494505494506,0.23351648351648352,0.19230769230769232,0.9859154929577465,4.222038111019056,1.0,0.14675914744596064,54.420329670329735,0.9480741101901511,0.813953488372093,0.9816245141097482,0.9047224523612263
"frozenset({'macd_bullish', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.19505494505494506,0.9313186813186813,0.19230769230769232,0.9859154929577465,1.058623125181769,1.0,0.010649378094433032,4.876373626373631,0.06879570941004383,0.2058823529411765,0.794929577464789,0.5962025842369854
"frozenset({'rsi_overbought', 'macd_bullish', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.19505494505494506,0.9313186813186813,0.19230769230769232,0.9859154929577465,1.058623125181769,1.0,0.010649378094433032,4.876373626373631,0.06879570941004383,0.2058823529411765,0.794929577464789,0.5962025842369854
"frozenset({'volume_ratio=Low', 'macd_bullish', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.18956043956043955,0.23351648351648352,0.18681318681318682,0.9855072463768116,4.220289855072464,1.0,0.14254769955319407,52.887362637362806,0.9415254237288138,0.7906976744186047,0.9810918913303207,0.8927536231884059
"frozenset({'volume_ratio=Low', 'macd_bullish', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.18956043956043955,0.9313186813186813,0.18681318681318682,0.9855072463768116,1.0581847719208242,1.0,0.01027200821156865,4.739010989011002,0.06784646061814556,0.2,0.7889855072463774,0.5930486084391433
"frozenset({'volume_ratio=Low', 'rsi=Overbought', 'macd_bullish', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.18956043956043955,0.9313186813186813,0.18681318681318682,0.9855072463768116,1.0581847719208242,1.0,0.01027200821156865,4.739010989011002,0.06784646061814556,0.2,0.7889855072463774,0.5930486084391433
frozenset({'macd_bullish'}),frozenset({'volume_ratio=Low'}),0.49175824175824173,0.9835164835164835,0.4835164835164835,0.9832402234636872,0.999719109890453,1.0,-0.00013585315783110063,0.9835164835164909,-0.0005525201055924094,0.4875346260387813,-0.016759776536305174,0.7374301675977655
"frozenset({'price_change_pct=Positive', 'macd_bullish'})",frozenset({'volume_ratio=Low'}),0.4697802197802198,0.9835164835164835,0.46153846153846156,0.9824561403508772,0.9989218857198864,1.0,-0.0004981282453809244,0.9395604395604455,-0.00203139427516131,0.4653739612188366,-0.06432748538011014,0.7258649416838185
frozenset({'price_change_pct=Positive'}),frozenset({'volume_ratio=Low'}),0.9313186813186813,0.9835164835164835,0.9148351648351648,0.9823008849557522,0.998764028279033,1.0,-0.001132109648593116,0.9313186813186828,-0.017699115044247024,0.9148351648351649,-0.07374631268436403,0.9562342413605577
"frozenset({'bb_position=Normal', 'rsi=Overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.15384615384615385,0.9148351648351648,0.1510989010989011,0.982142857142857,1.0735735735735734,1.0,0.010355029585798814,4.769230769230728,0.08099173553719007,0.16467065868263472,0.7903225806451595,0.573654011154011
"frozenset({'bb_position=Normal', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.15384615384615385,0.9313186813186813,0.1510989010989011,0.982142857142857,1.0545722713864305,1.0,0.007819103972950103,3.8461538461538107,0.06115702479338824,0.16176470588235292,0.7399999999999977,0.5721923725242308
"frozenset({'volume_ratio=Low', 'bb_position=Normal', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.15384615384615385,0.9313186813186813,0.1510989010989011,0.982142857142857,1.0545722713864305,1.0,0.007819103972950103,3.8461538461538107,0.06115702479338824,0.16176470588235292,0.7399999999999977,0.5721923725242308
"frozenset({'rsi=Oversold', 'bb_position=Normal'})",frozenset({'volume_ratio=Low'}),0.15384615384615385,0.9835164835164835,0.1510989010989011,0.982142857142857,0.9986033519553071,1.0,-0.0002113271344040546,0.9230769230769178,-0.0016501650165016276,0.1532033426183844,-0.0833333333333395,0.5678870710295291
"frozenset({'bb_position=Normal', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive', 'rsi=Overbought'})",0.1346153846153846,0.22802197802197802,0.13186813186813187,0.979591836734694,4.296041308089501,1.0,0.10117286559594252,37.826923076923244,0.886574074074074,0.5714285714285715,0.9735638027452975,0.7789525448733711
"frozenset({'bb_position=Normal', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.1346153846153846,0.23351648351648352,0.13186813186813187,0.979591836734694,4.1949579831932775,1.0,0.10043322062552831,37.55769230769247,0.8800925925925924,0.5581395348837209,0.9733742959549414,0.7721488595438175
"frozenset({'volume_ratio=Low', 'bb_position=Normal', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.1346153846153846,0.23351648351648352,0.13186813186813187,0.979591836734694,4.1949579831932775,1.0,0.10043322062552831,37.55769230769247,0.8800925925925924,0.5581395348837209,0.9733742959549414,0.7721488595438175
"frozenset({'bb_position=Normal', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.1346153846153846,0.9148351648351648,0.13186813186813187,0.979591836734694,1.070785070785071,1.0,0.008717244294167384,4.173076923076943,0.07638888888888899,0.1437125748502994,0.7603686635944712,0.561867990439419
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi=Overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.1346153846153846,0.9148351648351648,0.13186813186813187,0.979591836734694,1.070785070785071,1.0,0.008717244294167384,4.173076923076943,0.07638888888888899,0.1437125748502994,0.7603686635944712,0.561867990439419
"frozenset({'rsi=Overbought', 'bb_position=Normal', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.1346153846153846,0.9148351648351648,0.13186813186813187,0.979591836734694,1.070785070785071,1.0,0.008717244294167384,4.173076923076943,0.07638888888888899,0.1437125748502994,0.7603686635944712,0.561867990439419
"frozenset({'bb_position=Normal', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'volume_ratio=Low', 'bb_position=Normal', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'rsi_overbought', 'bb_position=Normal', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'bb_position=Normal', 'volume_ratio=Low', 'macd_bullish', 'rsi=Overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'volume_ratio=Low', 'rsi=Overbought', 'bb_position=Normal', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.1346153846153846,0.9313186813186813,0.13186813186813187,0.979591836734694,1.051833122629583,1.0,0.006498309382924783,3.3653846153846287,0.056944444444444575,0.1411764705882353,0.7028571428571441,0.5605923785443381
"frozenset({'price_change_pct=Positive', 'rsi=Oversold', 'bb_position=Normal'})",frozenset({'volume_ratio=Low'}),0.12912087912087913,0.9835164835164835,0.12637362637362637,0.978723404255319,0.9951265898014976,1.0,-0.0006188866078976063,0.7747252747252721,-0.005591925804691847,0.12813370473537603,-0.2907801418439761,0.5536075121835254
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive', 'rsi=Overbought'})",0.12087912087912088,0.22802197802197802,0.11813186813186813,0.9772727272727273,4.285870755750274,1.0,0.0905687718874532,33.967032967033,0.8720930232558138,0.511904761904762,0.9705596894208994,0.7476725082146769
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.12087912087912088,0.23351648351648352,0.11813186813186813,0.9772727272727273,4.185026737967915,1.0,0.08990460089361188,33.72527472527475,0.8656976744186046,0.49999999999999994,0.9703486477680027,0.7415775401069519
"frozenset({'bb_position=Normal', 'volume_ratio=Low', 'macd_bullish', 'rsi_overbought'})","frozenset({'price_change_pct=Positive', 'rsi=Overbought'})",0.12087912087912088,0.23351648351648352,0.11813186813186813,0.9772727272727273,4.185026737967915,1.0,0.08990460089361188,33.72527472527475,0.8656976744186046,0.49999999999999994,0.9703486477680027,0.7415775401069519
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.12087912087912088,0.9148351648351648,0.11813186813186813,0.9772727272727273,1.0682500682500684,1.0,0.007547397657287763,3.7472527472527517,0.07267441860465113,0.1287425149700599,0.7331378299120238,0.5532009282009283
"frozenset({'bb_position=Normal', 'rsi=Overbought', 'macd_bullish', 'rsi_overbought'})","frozenset({'volume_ratio=Low', 'price_change_pct=Positive'})",0.12087912087912088,0.9148351648351648,0.11813186813186813,0.9772727272727273,1.0682500682500684,1.0,0.007547397657287763,3.7472527472527517,0.07267441860465113,0.1287425149700599,0.7331378299120238,0.5532009282009283
"frozenset({'bb_position=Normal', 'macd_bullish', 'rsi_overbought'})",frozenset({'price_change_pct=Positive'}),0.12087912087912088,0.9313186813186813,0.11813186813186813,0.9772727272727273,1.0493429873960847,1.0,0.005554884675763788,3.0219780219780237,0.05348837209302317,0.1264705882352941,0.6690909090909093,0.5520581925449182
