datetime,timestamp,open,high,low,price,price_change,price_change_pct,volume,volume_change,market_cap,market_cap_change,price_volatility,volume_volatility,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,price_high_low_ratio,price_close_open_ratio,volume_sma_20,volume_ratio,volume_change_pct,price_volatility_7,price_volatility_14,volume_volatility_7,market_cap_change_pct,price_vs_sma20,price_vs_sma50,sma20_vs_sma50,ema12_vs_ema26,rsi_oversold,rsi_overbought,price_above_bb_upper,price_below_bb_lower,macd_bullish,price_lag_1,volume_lag_1,price_change_lag_1,price_lag_2,volume_lag_2,price_change_lag_2,price_lag_3,volume_lag_3,price_change_lag_3,price_lag_5,volume_lag_5,price_change_lag_5,price_lag_7,volume_lag_7,price_change_lag_7,price_mean_5,price_std_5,volume_mean_5,price_mean_10,price_std_10,volume_mean_10,price_mean_20,price_std_20,volume_mean_20,next_day_price,price_direction
2024-10-16 00:00:00,1729036800000,66962.21994496793,66962.21994496793,66962.21994496793,66962.21994496793,,,51797932876.82809,,1323774576161.621,,0.0,0.0,,,66962.21994496793,66962.21994496793,0.0,0.0,0.0,,,,,,,1.0,1.0,,,,,,,,,,,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,67647.54414766871,1
2024-10-17 00:00:00,1729123200000,67647.54414766871,67647.54414766871,67647.54414766871,67647.54414766871,685.32420270078,1.0234490482304848,40640495380.19594,-11157437496.632149,1337304399194.887,13529823033.26587,0.0,0.0,,,67333.43722143085,67318.06135790872,15.375863522131112,8.54214640118395,6.833717120947162,,,,,,,1.0,1.0,,,-21.540314211309873,,,,1.0220639734974002,,,,0.00022840621390418647,0,0,0,0,1,66962.21994496793,51797932876.82809,,,,,,,,,,,,,,,,,,,,,,,67328.10527002988,0
2024-10-18 00:00:00,1729209600000,67328.10527002988,67328.10527002988,67328.10527002988,67328.10527002988,-319.43887763883686,-0.47221060522393277,34512072357.92087,-6128423022.27507,1330387728623.8188,-6916670571.068115,0.0,0.0,,,67331.35615956764,67321.67003801533,9.686121552309487,9.0109886762354,0.6751328760740876,,,,,,,1.0,1.0,,,-15.079597246399324,,,,-0.5172098869361541,,,,0.00014387821257022537,0,0,0,0,1,67647.54414766871,40640495380.19594,1.0234490482304848,66962.21994496793,51797932876.82809,,,,,,,,,,,,,,,,,,,,68465.61920668735,1
2024-10-19 00:00:00,1729296000000,68465.61920668735,68465.61920668735,68465.61920668735,68465.61920668735,1137.513936657473,1.6895083146856615,39984956633.22804,5472884275.307175,1353541799303.4875,23154070679.6687,0.0,0.0,,,67689.39867602196,67641.46823547829,47.93044054367056,22.19508483729067,25.735355706379888,,,,,,,1.0,1.0,,,15.857883637205262,,,,1.740400199242642,,,,0.0007085955079628725,0,0,0,0,1,67328.10527002988,34512072357.92087,-0.47221060522393277,67647.54414766871,40640495380.19594,1.0234490482304848,66962.21994496793,51797932876.82809,,,,,,,,,,,,,,,,,68388.87128965274,0
2024-10-20 00:00:00,1729382400000,68388.87128965274,68388.87128965274,68388.87128965274,68388.87128965274,-76.74791703460505,-0.11209701734079536,14110889435.452633,-25874067197.77541,1351942347611.1997,-1599451692.2878418,0.0,0.0,,,67879.44288524665,67814.79408647917,64.64879876747727,34.82410492599444,29.824693841482834,,,,,,,1.0,1.0,,,-64.70950421457681,,,,-0.11816788318698146,,,,0.0009533140908020155,0,0,0,0,1,68465.61920668735,39984956633.22804,1.6895083146856615,67328.10527002988,34512072357.92087,-0.47221060522393277,67647.54414766871,40640495380.19594,1.0234490482304848,,,,,,,67758.47197180132,657.4568963345117,36209269336.72511,,,,,,,68962.82918045693,1
2024-10-21 00:00:00,1729468800000,68962.82918045693,68962.82918045693,68962.82918045693,68962.82918045693,573.9578908041876,0.8392562707655538,17253863432.786995,3142973997.334362,1362381684459.9053,10439336848.705566,0.0,14281929529.740513,,,68142.76275172393,68044.73635940348,98.02639232044748,51.955438789093215,46.07095353135427,,,,,,,1.0,1.0,,,22.273393974995347,,,,0.7721732267023995,,,,0.0014406168289444743,0,0,0,0,1,68388.87128965274,14110889435.452633,-0.11209701734079536,68465.61920668735,39984956633.22804,1.6895083146856615,67328.10527002988,34512072357.92087,-0.47221060522393277,66962.21994496793,51797932876.82809,,,,,68158.59381889911,660.4865281235834,29300455447.916893,,,,,,,67394.85775735618,0
2024-10-22 00:00:00,1729555200000,67394.85775735618,67394.85775735618,67394.85775735618,67394.85775735618,-1567.9714231007529,-2.2736471831771854,40485496091.95008,23231632659.163086,1332326858574.4448,-30054825885.46045,1.3725536244103105,13631628635.349825,,,67975.87036895068,67929.15881891074,46.71155003993772,50.62835044090393,-3.91680040096621,,,,,,,1.0,1.0,,,134.64597508646509,,,13631628635.349821,-2.206050347584876,,,,0.0006876509418358712,0,0,0,0,0,68962.82918045693,17253863432.786995,0.8392562707655538,68388.87128965274,14110889435.452633,-0.11209701734079536,68465.61920668735,39984956633.22804,1.6895083146856615,67647.54414766871,40640495380.19594,1.0234490482304848,,,,68108.05654083661,716.6450896708832,29269455590.267723,,,,,,,67351.04793512498,0
2024-10-23 00:00:00,1729641600000,67351.04793512498,67351.04793512498,67351.04793512498,67351.04793512498,-43.80982223119645,-0.06500469574240997,31398389967.38113,-9087106124.56895,1331426858508.4004,-900000066.0444336,1.2883398416493417,11180790321.768747,,,67845.47955746575,67836.01083091306,9.468726552688167,40.73691881366691,-31.268192260978743,,,,,,,1.0,1.0,,,-22.445337223805893,1.2883398416493417,,11180790321.768744,-0.06755099623281247,,,,0.00013958259686419616,0,0,0,0,0,67394.85775735618,40485496091.95008,-2.2736471831771854,68962.82918045693,17253863432.786995,0.8392562707655538,68388.87128965274,14110889435.452633,-0.11209701734079536,67328.10527002988,34512072357.92087,-0.47221060522393277,66962.21994496793,51797932876.82809,,68112.64507385565,710.4494192603797,28646719112.15978,,,,,,,66683.96806542306,0
2024-10-24 00:00:00,1729728000000,66683.96806542306,66683.96806542306,66683.96806542306,66683.96806542306,-667.07986970192,-0.9904521015685952,32676918488.059,1278528520.677868,1318285437546.2786,-13141420962.121826,1.2698515687180834,10440525943.931517,,,67615.69124269126,67665.25280234516,-49.56155965389917,19.877522314597442,-69.43908196849661,,,,,,,1.0,1.0,,,4.0719556703579185,1.2698515687180834,,10440525943.93151,-0.9870178656936623,,,,-0.0007324521464313616,0,0,0,0,0,67351.04793512498,31398389967.38113,-0.06500469574240997,67394.85775735618,40485496091.95008,-2.2736471831771854,68962.82918045693,17253863432.786995,0.8392562707655538,68465.61920668735,39984956633.22804,1.6895083146856615,67647.54414766871,40640495380.19594,1.0234490482304848,67756.31484560277,908.3810609336057,27185111483.125965,,,,,,,68214.05205157402,1
2024-10-25 00:00:00,1729814400000,68214.05205157402,68214.05205157402,68214.05205157402,68214.05205157402,1530.0839861509594,2.294530500419234,35892606570.03549,3215688081.976494,1347888109010.5889,29602671464.310303,1.566207438543169,10551086476.77461,,,67729.08038342497,67740.98175744693,-11.901374021967058,12.757204772806348,-24.658578794773405,,,,,,,1.0,1.0,,,9.840854740178727,1.5662074385431688,,10551086476.774607,2.2455433869776886,,,,-0.0001756894233475581,0,0,0,0,0,66683.96806542306,32676918488.059,-0.9904521015685952,67351.04793512498,31398389967.38113,-0.06500469574240997,67394.85775735618,40485496091.95008,-2.2736471831771854,68388.87128965274,14110889435.452633,-0.11209701734079536,67328.10527002988,34512072357.92087,-0.47221060522393277,67721.35099798704,880.8955597958507,31541454910.04254,67739.91148489418,733.0568530298086,33875362123.383827,,,,66585.66535501445,0
