datetime,price_change,price_change_pct,volume_change,market_cap_change,price_volatility,volume_volatility,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,price_high_low_ratio,price_close_open_ratio,volume_sma_20,volume_ratio,volume_change_pct,price_volatility_7,price_volatility_14,volume_volatility_7,market_cap_change_pct,price_vs_sma20,price_vs_sma50,sma20_vs_sma50,ema12_vs_ema26,rsi_oversold,rsi_overbought,price_above_bb_upper,price_below_bb_lower,macd_bullish,price_lag_1,volume_lag_1,price_change_lag_1,price_lag_2,volume_lag_2,price_change_lag_2,price_lag_3,volume_lag_3,price_change_lag_3,price_lag_5,volume_lag_5,price_change_lag_5,price_lag_7,volume_lag_7,price_change_lag_7,price_mean_5,price_std_5,volume_mean_5,price_mean_10,price_std_10,volume_mean_10,price_mean_20,price_std_20,volume_mean_20
2024-10-16,0.5145202354629074,0.46842574317172975,0.4477485006103943,0.4989321278409777,0.0,0.0,0.6333725875948266,0.5446811050441798,0.0,0.0,0.3704247210427799,0.3726456616633966,0.42169842053984335,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.20179645461395365,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.46021821105662747,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.3624137453190035,0.0,0.0,0.0,0.0,0.0,0.5684220690538604,0.21340771789173865,0.4688829413773279,0.5676853383520843,0.21307330682734263,0.46890470561450354,0.566946090275384,0.2123602068049185,0.46835396064972984,0.5657571827791585,0.20982840184941,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.5832863180386536,0.3015592546185356,0.2849142423369573,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-17,0.5480720925385014,0.5139710935552305,0.38046081277129606,0.5328466103572957,0.0,0.0,0.6333725875948266,0.5446811050441798,0.006966085170535985,0.007011078470244625,0.37204543620072544,0.3736499853846844,0.4238766554988123,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.12161120405845895,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.5051101280014653,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.3645061164122147,0.0,0.0,0.0,0.0,1.0,0.006471361909010431,0.24099294381831018,0.4688829413773279,0.5676853383520843,0.21307330682734263,0.46890470561450354,0.566946090275384,0.2123602068049185,0.46835396064972984,0.5657571827791585,0.20982840184941,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.5832863180386536,0.3015592546185356,0.2849142423369573,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-18,0.48809542719329996,0.4343567697618088,0.4105968370813819,0.47010728573272037,0.0,0.0,0.6333725875948266,0.5446811050441798,0.006927032962830371,0.007082179636329844,0.37144570070996646,0.37370510846455945,0.42191361792167614,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.1368235285900177,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.42405666977606915,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.36373177694248254,0.0,0.0,0.0,0.0,1.0,0.018249152059513163,0.1799196017169306,0.5139710935552305,0.006471361909010431,0.24099294381831018,0.46890470561450354,0.566946090275384,0.2123602068049185,0.46835396064972984,0.5657571827791585,0.20982840184941,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.5832863180386536,0.3015592546185356,0.2849142423369573,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-19,0.5750643585529824,0.5494255888227179,0.4801168753575514,0.5623782654684186,0.0,0.0,0.6333725875948266,0.5446811050441798,0.013645886912891259,0.01338310520462116,0.37547689852889793,0.3752551990268627,0.4299015185740459,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.20966853974688765,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.5429355187664532,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.3689050081104036,0.0,0.0,0.0,0.0,1.0,0.012759364814417085,0.14637397119967677,0.4343567697618088,0.018249152059513163,0.1799196017169306,0.5139710935552305,0.006471361909010431,0.24099294381831018,0.46835396064972984,0.5657571827791585,0.20982840184941,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.5832863180386536,0.3015592546185356,0.2849142423369573,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-20,0.5025822199619451,0.45352570282884813,0.29227241866394316,0.48642297916120164,0.0,0.0,0.6333725875948266,0.5446811050441798,0.017212165293683634,0.01679811284031585,0.3772391212847313,0.37674002776381205,0.43120498770033183,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.019965561375006297,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.44506900241709246,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.3711468126565751,0.0,0.0,0.0,0.0,1.0,0.03230836131333925,0.1763313277815969,0.5494255888227179,0.012759364814417085,0.14637397119967677,0.4343567697618088,0.018249152059513163,0.1799196017169306,0.5139710935552305,0.5657571827791585,0.20982840184941,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.010510125928079983,0.10412140162094913,0.1870541003974394,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-21,0.5414243761264955,0.5041664676220288,0.466155047819506,0.5233635655021234,0.0,0.29229353357899196,0.6333725875948266,0.5446811050441798,0.022153499475251692,0.02132862351296483,0.3807573348620814,0.37875420595369036,0.43638345356051383,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.22477442131144,0.29034811965063123,0.3462244293878073,0.30494162618182746,0.4919516448186503,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.37561086880243666,0.0,0.0,0.0,0.0,1.0,0.030989393067712534,0.03470241361552558,0.45352570282884813,0.03230836131333925,0.1763313277815969,0.5494255888227179,0.012759364814417085,0.14637397119967677,0.4343567697618088,0.006471361909010431,0.24099294381831018,0.46974611964137863,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.017663359764940267,0.10462832990595056,0.12241337232919133,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-22,0.41356759061469983,0.33846586658792394,0.5865349570197635,0.3991086946992046,0.23425344330928988,0.2789844953348797,0.6333725875948266,0.5446811050441798,0.019021677153323147,0.019051420308605627,0.37534841961046633,0.3785981765149832,0.4204499475039115,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.4893655157055982,0.29034811965063123,0.3462244293878073,0.2180910169231529,0.33512749138542575,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.36871314027994967,0.0,0.0,0.0,0.0,0.0,0.04085327291680696,0.05190635728206031,0.5041664676220288,0.030989393067712534,0.03470241361552558,0.45352570282884813,0.03230836131333925,0.1763313277815969,0.5494255888227179,0.018249152059513163,0.1799196017169306,0.5139710935552305,0.5635470979454578,0.20917912728771024,0.4697785470393859,0.016759872564524603,0.1140249712390687,0.12212332929131178,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-23,0.5045483721104345,0.456032438456341,0.39286713151954467,0.4885692211275391,0.21988069441626726,0.22882571325885537,0.6333725875948266,0.5446811050441798,0.016574825792001757,0.017216142486949026,0.37142278587525546,0.37743521360681365,0.41173174087178205,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.11948024802844054,0.1312025786424316,0.3462244293878073,0.16369606697869488,0.4477343330237486,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.3636924259021706,0.0,0.0,0.0,0.0,0.0,0.01390655439951427,0.1790711699368407,0.33846586658792394,0.04085327291680696,0.05190635728206031,0.5041664676220288,0.030989393067712534,0.03470241361552558,0.45352570282884813,0.012759364814417085,0.14637397119967677,0.4343567697618088,0.006471361909010431,0.24099294381831018,0.4697785470393859,0.01684190470021374,0.11298829061439353,0.11629683866825954,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-24,0.46734392084396853,0.4067706500200097,0.45498248617828446,0.45100686474863094,0.21672530469745035,0.2136754851100522,0.6333725875948266,0.5446811050441798,0.012262728609550466,0.013851728188400081,0.36520061308507845,0.37498271680661116,0.3995648388908672,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.18191753902807833,0.12768850786958352,0.3462244293878073,0.14726632391690742,0.39931801711717585,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.35570393794486455,0.0,0.0,0.0,0.0,0.0,0.013153651042626446,0.1293303633022653,0.456032438456341,0.01390655439951427,0.1790711699368407,0.33846586658792394,0.04085327291680696,0.05190635728206031,0.5041664676220288,0.03230836131333925,0.1763313277815969,0.5494255888227179,0.018249152059513163,0.1799196017169306,0.5139710935552305,0.010471561605172486,0.14610688542939895,0.10262164306863555,0.6016370931328148,0.26279952802921613,0.2881092844915571,0.6333725875948266,0.2921353676960412,0.29811317966589185
2024-10-25,0.5984977857396796,0.5816310655740263,0.46659078198444714,0.582165563272682,0.2673042997303562,0.21593821359864956,0.6333725875948266,0.5446811050441798,0.01439053478088792,0.01534380198133034,0.3691702394814667,0.3741455614273342,0.4138385431965708,0.519830094723948,0.6333725875948266,0.6298646158852299,0.5918211445240509,0.2921353676960414,0.5832334974083635,0.0,0.0,0.29811317966589185,0.28351494759850987,0.19550091767112288,0.1840169439753469,0.3462244293878073,0.149720151497661,0.5695348155630569,0.38625765590032646,0.5152859249455991,0.39755815846822945,0.36080429930388946,0.0,0.0,0.0,0.0,0.0,0.0016894028984464349,0.1363287453011158,0.4067706500200097,0.013153651042626446,0.1293303633022653,0.456032438456341,0.01390655439951427,0.1790711699368407,0.33846586658792394,0.030989393067712534,0.03470241361552558,0.45352570282884813,0.012759364814417085,0.14637397119967677,0.4343567697618088,0.009846490568322874,0.1415079179890566,0.1433807683487913,0.001875950742101562,0.022209085971313214,0.1491748960812846,0.6333725875948266,0.2921353676960412,0.29811317966589185
